epoch,train_loss,lr,epoch_ts,training_time_seconds,inference_time_seconds,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.254,0.01,2025-11-26 17:04:51.400,262.185,5.616,5.5806,4.475,5292983940.0,1105920.0,2908160.0,,301.7809,351.061,60.9455,64.0,83.2909,100.0,22267623088.8727,22268805120.0,22268805120.0,0.0122,0.0008,0.0122,0.0012
2,5.1611,0.01,2025-11-26 17:09:16.979,259.962,5.411,5.3871,4.5312,5292983940.0,0.0,323584.0,,309.3901,351.01,60.9245,64.0,86.0377,100.0,22268805120.0,22268805120.0,22268805120.0,0.0245,0.006,0.0245,0.0078
3,4.9976,0.01,2025-11-26 17:13:47.751,265.361,5.537,5.4978,4.3719,5292983940.0,0.0,319488.0,,308.5081,352.642,61.5926,65.0,86.7593,100.0,22268805120.0,22268805120.0,22268805120.0,0.0516,0.0433,0.0516,0.0292
4,4.8238,0.01,2025-11-26 17:18:13.346,260.059,5.611,5.5734,4.0969,5292983940.0,0.0,319488.0,,302.5625,350.691,60.6182,64.0,83.3273,100.0,22268805120.0,22268805120.0,22268805120.0,0.0844,0.0661,0.0844,0.0531
5,4.6884,0.01,2025-11-26 17:22:38.608,259.65,5.622,5.5837,3.8062,5292983940.0,0.0,323584.0,,300.686,350.441,60.2,63.0,82.8727,100.0,22268805120.0,22268805120.0,22268805120.0,0.1061,0.1024,0.1061,0.0795
6,4.5674,0.01,2025-11-26 17:27:04.133,259.903,5.512,5.4734,3.9062,5292983940.0,0.0,335872.0,,304.2364,349.856,60.5741,63.0,84.5556,100.0,22403022848.0,22403022848.0,22403022848.0,0.1241,0.1239,0.1241,0.0956
7,4.4572,0.01,2025-11-26 17:31:29.816,260.172,5.628,5.5906,4.125,5292983940.0,0.0,319488.0,,304.1283,350.463,60.4909,64.0,83.1818,100.0,22403022848.0,22403022848.0,22403022848.0,0.1485,0.1629,0.1485,0.1184
8,4.3383,0.01,2025-11-26 17:35:55.438,259.994,5.631,5.5931,3.9875,5292983940.0,0.0,430080.0,,300.437,350.394,60.4909,64.0,84.2909,100.0,22403022848.0,22403022848.0,22403022848.0,0.1672,0.1878,0.1672,0.1405
9,4.2377,0.01,2025-11-26 17:40:21.377,260.308,5.743,5.7179,3.8469,5292983940.0,0.0,319488.0,,294.2906,349.988,60.125,63.0,80.7857,100.0,22403022848.0,22403022848.0,22403022848.0,0.204,0.2068,0.204,0.1705
10,4.1407,0.01,2025-11-26 17:44:47.051,259.931,5.428,5.4029,4.5281,5292983940.0,0.0,319488.0,,306.1864,350.073,60.6604,63.0,85.2264,100.0,24114298880.0,24114298880.0,24114298880.0,0.2326,0.2412,0.2326,0.2036
11,4.0395,0.01,2025-11-26 17:49:12.518,260.041,5.623,5.5859,3.9,5292983940.0,0.0,319488.0,,302.1585,349.765,60.2,63.0,83.6,100.0,24114298880.0,24114298880.0,24114298880.0,0.2566,0.2684,0.2566,0.2269
12,3.9763,0.01,2025-11-26 17:53:38.135,259.995,5.721,5.6852,4.325,5292983940.0,0.0,319488.0,,294.3069,349.625,59.75,63.0,81.7321,100.0,24114298880.0,24114298880.0,24114298880.0,0.275,0.2925,0.275,0.25
13,3.9013,0.01,2025-11-26 17:58:04.121,260.266,5.628,5.5902,3.8,5292983940.0,0.0,319488.0,,299.2127,349.9,60.0,63.0,82.7636,100.0,24114298880.0,24114298880.0,24114298880.0,0.2765,0.3015,0.2765,0.2505
14,3.8396,0.01,2025-11-26 18:02:33.526,263.776,6.027,5.9888,4.0844,5292983940.0,0.0,319488.0,,273.8137,349.106,58.8305,63.0,76.4576,100.0,24114298880.0,24114298880.0,24114298880.0,0.298,0.3202,0.298,0.2761
15,3.7784,0.01,2025-11-26 18:06:59.421,259.864,5.583,5.5465,4.3312,5292983940.0,0.0,356352.0,,301.0412,349.6,60.463,63.0,84.1852,100.0,24114298880.0,24114298880.0,24114298880.0,0.3355,0.3473,0.3355,0.3163
16,3.7248,0.01,2025-11-26 18:11:24.816,259.813,5.66,5.6347,4.1156,5292983940.0,0.0,319488.0,,298.4382,350.152,60.2545,63.0,83.2182,100.0,24114298880.0,24114298880.0,24114298880.0,0.3354,0.3639,0.3354,0.3219
17,3.6692,0.01,2025-11-26 18:15:50.404,259.927,5.66,5.6337,4.3,5292983940.0,0.0,335872.0,,297.4475,350.338,60.4182,63.0,81.8,100.0,24114298880.0,24114298880.0,24114298880.0,0.331,0.3643,0.331,0.3155
18,3.6261,0.01,2025-11-26 18:20:16.185,260.121,5.638,5.5998,4.4406,5292983940.0,0.0,319488.0,,297.7595,349.863,60.6,64.0,82.1455,100.0,24114298880.0,24114298880.0,24114298880.0,0.3575,0.3961,0.3575,0.3407
19,3.5739,0.01,2025-11-26 18:24:41.827,260.004,5.846,5.8203,4.0906,5292983940.0,0.0,319488.0,,291.5289,350.173,60.0702,63.0,81.0877,100.0,24114298880.0,24114298880.0,24114298880.0,0.3586,0.3976,0.3586,0.345
20,3.5331,0.01,2025-11-26 18:29:07.466,259.793,5.51,5.4743,3.7906,5292983940.0,0.0,327680.0,,302.6704,349.957,60.4444,63.0,83.9815,100.0,24114298880.0,24114298880.0,24114298880.0,0.3873,0.4027,0.3873,0.3733
21,3.4926,0.01,2025-11-26 18:33:32.801,259.825,5.517,5.4793,3.8094,5292983940.0,0.0,319488.0,,304.7449,350.494,60.7222,64.0,86.037,100.0,24114298880.0,24114298880.0,24114298880.0,0.3767,0.4083,0.3767,0.3623
22,3.4491,0.01,2025-11-26 18:37:58.527,260.209,5.621,5.5828,3.7719,5292983940.0,0.0,294912.0,,303.0296,349.776,60.3455,63.0,84.4364,100.0,24114298880.0,24114298880.0,24114298880.0,0.3977,0.4154,0.3977,0.3855
