model_name,seed,config_path,train_data_path,val_data_path,model_params,train_params,inference_params,scheduler_params,lr_base
mobilenet_V1,62,configs/mobilenet_V1_config.yaml,/scratch/ehdmenezes//tiny-imagenet-200/train,/scratch/ehdmenezes//tiny-imagenet-200/val,"{'num_classes': 200}","{'epochs': 100, 'batch_size': 1024, 'learning_rate': 0.1}","{'batch_size': 1024}","{'type': 'StepLR', 'step_size': 30, 'gamma': 0.1}",0.1
epoch,train_loss,lr,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.1525,0.1,3.0337,2.4,33853542400.0,0.0,0.0,5197153108.0,129.7569,257.143,50.7,58.0,31.9,100.0,23399170048.0,23399170048.0,23399170048.0,0.0368,0.0233,0.0368,0.0158
2,4.7335,0.1,3.8448,2.4937,33855401984.0,0.0,28672.0,5197153108.0,120.9784,252.044,50.6842,59.0,26.0,100.0,23466278912.0,23466278912.0,23466278912.0,0.0734,0.0714,0.0734,0.0483
3,4.4581,0.1,3.8582,2.575,33855528960.0,0.0,0.0,5197153108.0,115.7532,254.054,50.7368,60.0,24.9211,100.0,23701159936.0,23701159936.0,23701159936.0,0.1202,0.1206,0.1202,0.0893
4,4.2646,0.1,3.2738,2.1094,33855614976.0,0.0,0.0,5197153108.0,131.7918,264.287,50.4375,56.0,33.375,100.0,23734714368.0,23734714368.0,23734714368.0,0.1685,0.1743,0.1685,0.1388
5,4.1163,0.1,3.1517,2.2719,33855672320.0,0.0,0.0,5197153108.0,128.4597,250.19,51.871,60.0,32.3871,100.0,23734714368.0,23734714368.0,23734714368.0,0.2073,0.2253,0.2073,0.1808
6,3.9701,0.1,3.1563,2.2062,33855721472.0,0.0,0.0,5197153108.0,134.4683,256.35,51.9355,60.0,31.8387,100.0,23734714368.0,23734714368.0,23734714368.0,0.2366,0.2541,0.2366,0.2155
7,3.8454,0.1,2.9525,2.275,33855811584.0,0.0,77824.0,5197153108.0,132.0207,260.955,51.2069,57.0,33.2759,100.0,23734714368.0,23734714368.0,23734714368.0,0.264,0.2768,0.264,0.2387
8,3.7391,0.1,3.2556,2.0531,33855909888.0,0.0,229376.0,5197153108.0,129.4156,250.608,51.125,57.0,34.0312,100.0,23734714368.0,23734714368.0,23734714368.0,0.2709,0.3057,0.2709,0.25
9,3.6413,0.1,3.1496,2.2531,33855942656.0,0.0,249856.0,5197153108.0,126.764,259.456,51.0645,57.0,33.6129,100.0,23734714368.0,23734714368.0,23734714368.0,0.3072,0.3251,0.3072,0.2867
10,3.5506,0.1,2.8495,2.4781,33858650112.0,0.0,8192.0,5197153108.0,143.8417,261.285,52.3929,58.0,38.9286,100.0,23734714368.0,23734714368.0,23734714368.0,0.3233,0.3706,0.3233,0.31
11,3.4829,0.1,3.0703,2.35,33869639680.0,0.0,24576.0,5197153108.0,139.1328,254.24,51.6,59.0,35.6333,100.0,23734714368.0,23734714368.0,23734714368.0,0.3205,0.3899,0.3205,0.3128
12,3.4108,0.1,3.2405,2.2469,33877966848.0,0.0,16384.0,5197153108.0,127.738,248.17,51.6875,59.0,30.6562,100.0,23768268800.0,23768268800.0,23768268800.0,0.3514,0.3995,0.3514,0.3392
13,3.3451,0.1,2.8336,2.4594,33883414528.0,0.0,0.0,5197153108.0,137.1568,255.975,51.4286,58.0,36.2143,100.0,23768268800.0,23768268800.0,23768268800.0,0.3757,0.425,0.3757,0.3704
14,3.2962,0.1,3.261,2.1375,33894191104.0,0.0,77824.0,5197153108.0,123.4023,257.13,51.3125,60.0,30.5,100.0,23768268800.0,23768268800.0,23768268800.0,0.3692,0.4318,0.3692,0.3635
15,3.2447,0.1,2.8305,2.4844,33897693184.0,0.0,221184.0,5197153108.0,140.5789,244.56,52.0714,59.0,35.1429,99.0,23768268800.0,23768268800.0,23768268800.0,0.3707,0.4528,0.3707,0.3651
