epoch,train_loss,lr,epoch_ts,training_time_seconds,inference_time_seconds,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.1487,0.1,2025-11-24 15:20:26.862,42.216,3.006,2.9838,2.3656,5197153108.0,0.0,2793472.0,,143.3784,256.511,51.8966,60.0,31.6552,100.0,23397072896.0,23397072896.0,23397072896.0,0.0327,0.0235,0.0327,0.0147
2,4.7206,0.1,2025-11-24 15:21:07.428,37.558,2.804,2.7818,2.5938,5197153108.0,0.0,0.0,,125.7493,263.231,50.5185,57.0,28.3704,100.0,23464181760.0,23464181760.0,23464181760.0,0.0719,0.086,0.0719,0.0522
3,4.4468,0.1,2025-11-24 15:21:46.005,35.774,3.61,3.5869,2.875,5197153108.0,0.0,286720.0,,127.0191,300.208,50.8286,58.0,29.2286,100.0,23699062784.0,23699062784.0,23699062784.0,0.1283,0.1205,0.1283,0.1016
4,4.2522,0.1,2025-11-24 15:22:26.481,36.865,2.791,2.768,2.7531,5197153108.0,0.0,0.0,,151.7883,300.728,53.1481,61.0,40.7407,100.0,23732617216.0,23732617216.0,23732617216.0,0.1677,0.184,0.1677,0.1397
5,4.0929,0.1,2025-11-24 15:23:04.854,35.581,3.865,3.8416,2.6344,5197153108.0,0.0,237568.0,,120.88,299.41,51.1053,59.0,27.9474,100.0,23732617216.0,23732617216.0,23732617216.0,0.1787,0.2122,0.1787,0.1529
6,3.9563,0.1,2025-11-24 15:23:45.426,36.708,3.069,3.0467,2.3906,5197153108.0,0.0,385024.0,,135.0713,297.638,52.9,61.0,33.8667,100.0,23732617216.0,23732617216.0,23732617216.0,0.2343,0.2512,0.2343,0.2107
7,3.8356,0.1,2025-11-24 15:24:24.207,35.712,3.084,3.0613,2.3687,5197153108.0,0.0,0.0,,139.2266,296.38,53.2,62.0,33.6667,100.0,23732617216.0,23732617216.0,23732617216.0,0.2314,0.2833,0.2314,0.2171
8,3.729,0.1,2025-11-24 15:25:04.058,36.767,3.778,3.7552,2.7281,5197153108.0,0.0,135168.0,,126.3712,301.385,52.1892,61.0,25.8378,100.0,23732617216.0,23732617216.0,23732617216.0,0.2888,0.3248,0.2888,0.2704
9,3.6262,0.1,2025-11-24 15:25:44.498,36.662,3.795,3.7723,2.7,5197153108.0,0.0,126976.0,,121.1909,298.467,52.0,61.0,28.6486,100.0,23734714368.0,23734714368.0,23734714368.0,0.3042,0.3382,0.3042,0.284
10,3.5405,0.1,2025-11-24 15:26:24.022,35.729,2.69,2.6671,2.7406,5197153108.0,0.0,229376.0,,153.371,298.386,53.0385,59.0,38.1923,100.0,23734714368.0,23734714368.0,23734714368.0,0.3349,0.3631,0.3349,0.3163
11,3.4632,0.1,2025-11-24 15:27:02.715,36.002,3.071,3.0481,2.4188,5197153108.0,0.0,69632.0,,131.6098,302.282,52.5667,61.0,32.9667,100.0,23734714368.0,23734714368.0,23734714368.0,0.3505,0.3855,0.3505,0.3375
12,3.3948,0.1,2025-11-24 15:27:42.966,37.18,3.704,3.6809,2.8281,5197153108.0,0.0,0.0,,129.3737,298.38,51.5278,58.0,28.3333,100.0,23768268800.0,23768268800.0,23768268800.0,0.3389,0.4013,0.3389,0.3244
13,3.3396,0.1,2025-11-24 15:28:22.299,35.63,2.987,2.9646,2.4875,5197153108.0,0.0,8192.0,,145.8717,300.925,53.5517,62.0,34.8966,100.0,23768268800.0,23768268800.0,23768268800.0,0.3642,0.415,0.3642,0.3545
14,3.2789,0.1,2025-11-24 15:29:02.620,37.333,2.976,2.9531,2.5281,5197153108.0,0.0,0.0,,143.2372,296.55,53.2759,61.0,34.2069,100.0,23768268800.0,23768268800.0,23768268800.0,0.3484,0.4171,0.3484,0.3355
15,3.2325,0.1,2025-11-24 15:29:43.070,37.475,3.176,3.1535,2.3,5197153108.0,0.0,0.0,,166.8966,301.495,53.4516,61.0,37.5161,100.0,23768268800.0,23768268800.0,23768268800.0,0.3863,0.4499,0.3863,0.379
16,3.1796,0.1,2025-11-24 15:30:21.823,35.577,2.998,2.9751,2.4469,5197153108.0,0.0,143360.0,,141.6614,300.82,53.3793,61.0,35.1034,100.0,23768268800.0,23768268800.0,23768268800.0,0.4055,0.4559,0.4055,0.4025
17,3.1428,0.1,2025-11-24 15:30:59.597,34.776,2.609,2.5867,2.9594,5197153108.0,0.0,0.0,,149.9201,299.547,52.64,58.0,40.64,100.0,23768268800.0,23768268800.0,23768268800.0,0.411,0.4567,0.411,0.3992
18,3.105,0.1,2025-11-24 15:31:38.000,35.794,2.776,2.754,2.575,5197153108.0,0.0,0.0,,157.2366,301.568,53.8148,62.0,37.7778,100.0,23768268800.0,23768268800.0,23768268800.0,0.3935,0.4587,0.3935,0.3931
19,3.0732,0.1,2025-11-24 15:32:16.868,36.092,2.861,2.8389,2.5312,5197153108.0,0.0,0.0,,142.8766,299.435,53.6071,61.0,36.0,100.0,23768268800.0,23768268800.0,23768268800.0,0.4276,0.4786,0.4276,0.4223
