epoch,train_loss,lr,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.1412,0.1,3.6519,2.3969,5197153108.0,0.0,0.0,,137.1158,254.456,51.3611,58.0,29.7222,100.0,23397072896.0,23397072896.0,23397072896.0,0.0351,0.0164,0.0351,0.0149
2,4.7052,0.1,5.1811,2.5094,5197153108.0,0.0,253952.0,,110.6097,242.601,50.7843,58.0,19.0,100.0,23464181760.0,23464181760.0,23464181760.0,0.0945,0.0992,0.0945,0.0669
3,4.4242,0.1,5.3745,2.3438,5197153108.0,0.0,241664.0,,106.9378,265.394,50.5094,56.0,17.1887,100.0,23699062784.0,23699062784.0,23699062784.0,0.1239,0.1371,0.1239,0.0997
4,4.2352,0.1,5.3327,2.4156,5197153108.0,0.0,507904.0,,112.1153,242.993,51.0577,59.0,17.4808,100.0,23732617216.0,23732617216.0,23732617216.0,0.1608,0.1633,0.1608,0.1314
5,4.0722,0.1,5.2052,2.4062,5197153108.0,0.0,241664.0,,108.6549,270.67,51.2745,59.0,19.8235,100.0,23732617216.0,23732617216.0,23732617216.0,0.2005,0.2139,0.2005,0.173
6,3.9414,0.1,3.7848,2.2531,5197153108.0,0.0,16384.0,,125.0197,249.018,52.0541,59.0,25.1892,100.0,23732617216.0,23732617216.0,23732617216.0,0.2221,0.2772,0.2221,0.2065
7,3.8193,0.1,5.776,2.225,5197153108.0,0.0,241664.0,,104.3125,258.36,50.3158,56.0,17.7368,100.0,23732617216.0,23732617216.0,23732617216.0,0.2453,0.2791,0.2453,0.2216
8,3.7112,0.1,4.2654,2.0938,5197153108.0,45056.0,0.0,,121.7958,260.837,51.4286,58.0,24.9524,100.0,23732617216.0,23732617216.0,23732617216.0,0.2871,0.3286,0.2871,0.2676
9,3.6206,0.1,4.3538,1.9812,5197153108.0,0.0,339968.0,,118.8479,258.207,51.6047,59.0,23.1395,100.0,23732617216.0,23732617216.0,23732617216.0,0.3126,0.3364,0.3126,0.2901
10,3.5339,0.1,4.075,2.1688,5197153108.0,0.0,0.0,,122.2606,255.253,51.3,57.0,26.175,100.0,23732617216.0,23732617216.0,23732617216.0,0.3177,0.3713,0.3177,0.3054
11,3.4549,0.1,4.2801,1.9937,5197153108.0,0.0,16384.0,,119.7542,256.428,51.7857,59.0,22.3095,100.0,23732617216.0,23732617216.0,23732617216.0,0.3367,0.3744,0.3367,0.3204
12,3.3961,0.1,3.9661,2.1437,5197153108.0,0.0,0.0,,119.6434,252.349,52.0769,59.0,23.2308,100.0,23766171648.0,23766171648.0,23766171648.0,0.3389,0.3978,0.3389,0.3277
13,3.3315,0.1,3.9028,2.1844,5197153108.0,0.0,0.0,,123.7474,263.756,52.0263,60.0,27.0263,100.0,23766171648.0,23766171648.0,23766171648.0,0.3666,0.4098,0.3666,0.3529
14,3.2785,0.1,3.9674,2.15,5197153108.0,0.0,0.0,,132.3961,243.02,51.7692,59.0,23.2564,100.0,23766171648.0,23766171648.0,23766171648.0,0.4005,0.4304,0.4005,0.3903
15,3.2357,0.1,3.7955,2.2563,5197153108.0,0.0,0.0,,118.0182,249.268,51.7838,58.0,24.6757,100.0,23766171648.0,23766171648.0,23766171648.0,0.3822,0.4404,0.3822,0.3762
16,3.1853,0.1,4.0288,2.2344,5197153108.0,0.0,335872.0,,129.1633,241.999,51.5641,59.0,24.6154,99.0,23766171648.0,23766171648.0,23766171648.0,0.4054,0.4608,0.4054,0.3996
17,3.1399,0.1,3.9665,2.2062,5197153108.0,0.0,0.0,,122.2958,251.234,51.7692,59.0,25.5897,100.0,23766171648.0,23766171648.0,23766171648.0,0.4012,0.4632,0.4012,0.3933
18,3.1079,0.1,5.5089,2.3156,5197153108.0,0.0,258048.0,,105.881,252.411,50.9815,58.0,17.6667,100.0,23766171648.0,23766171648.0,23766171648.0,0.4303,0.4701,0.4303,0.4237
19,3.0772,0.1,3.867,2.2531,5197153108.0,0.0,0.0,,124.3451,248.588,52.1316,59.0,26.6316,100.0,23766171648.0,23766171648.0,23766171648.0,0.4133,0.4763,0.4133,0.4107
20,3.0402,0.1,5.3706,2.4156,5197153108.0,0.0,278528.0,,114.2009,239.929,51.2075,58.0,18.3774,100.0,23766171648.0,23766171648.0,23766171648.0,0.4351,0.4802,0.4351,0.43
21,3.0121,0.1,3.874,2.2031,5197153108.0,0.0,0.0,,126.0975,249.018,52.1579,59.0,25.2895,99.0,23766171648.0,23766171648.0,23766171648.0,0.4463,0.4836,0.4463,0.4396
22,2.9803,0.1,4.4043,1.9312,5197153108.0,0.0,0.0,,116.2071,251.024,51.3721,58.0,22.907,100.0,23766171648.0,23766171648.0,23766171648.0,0.4395,0.489,0.4395,0.4328
23,2.9588,0.1,3.7054,2.3281,5197153108.0,0.0,249856.0,,132.9716,243.285,52.1111,59.0,26.3056,99.0,23766171648.0,23766171648.0,23766171648.0,0.4743,0.5115,0.4743,0.4686
24,2.9252,0.1,3.9663,2.175,5197153108.0,0.0,0.0,,124.0453,252.489,51.7949,58.0,24.8718,99.0,23766171648.0,23766171648.0,23766171648.0,0.4591,0.5068,0.4591,0.4541
25,2.9084,0.1,4.1038,2.1688,5197153108.0,0.0,4096.0,,121.8588,258.362,52.125,59.0,22.95,100.0,23766171648.0,23766171648.0,23766171648.0,0.4436,0.5081,0.4436,0.4389
26,2.8929,0.1,4.1703,2.0469,5197153108.0,0.0,0.0,,123.8911,243.55,51.9756,60.0,23.5366,100.0,23766171648.0,23766171648.0,23766171648.0,0.4524,0.5061,0.4524,0.4486
27,2.8701,0.1,5.1968,2.525,5197153108.0,0.0,245760.0,,122.0468,243.471,51.4902,59.0,18.7647,100.0,23766171648.0,23766171648.0,23766171648.0,0.4619,0.5061,0.4619,0.4593
28,2.8447,0.1,4.1476,2.0281,5197153108.0,0.0,16384.0,,127.7165,253.328,51.9512,58.0,25.2683,100.0,23766171648.0,23766171648.0,23766171648.0,0.4724,0.5149,0.4724,0.4706
29,2.8324,0.1,4.29,2.0312,5197153108.0,0.0,344064.0,,122.4284,251.025,51.9762,60.0,21.1429,100.0,23766171648.0,23766171648.0,23766171648.0,0.4706,0.5218,0.4706,0.4679
30,2.8169,0.01,3.9558,2.2125,5197153108.0,0.0,0.0,,119.1325,255.06,51.8974,59.0,24.0513,100.0,23833280512.0,23833280512.0,23833280512.0,0.4797,0.5322,0.4797,0.4761
31,2.6169,0.01,4.0874,2.1094,5197153108.0,0.0,0.0,,115.248,264.953,51.825,59.0,23.1,100.0,23833280512.0,23833280512.0,23833280512.0,0.5693,0.5715,0.5693,0.5656
32,2.5385,0.01,4.1875,2.0531,5197153108.0,0.0,0.0,,125.3143,251.711,51.7805,58.0,24.6098,100.0,23833280512.0,23833280512.0,23833280512.0,0.574,0.5731,0.574,0.5689
33,2.5213,0.01,4.1677,2.1,5197153108.0,0.0,0.0,,122.4656,243.326,51.5854,58.0,22.3902,100.0,23833280512.0,23833280512.0,23833280512.0,0.5788,0.5797,0.5788,0.5747
34,2.4924,0.01,3.8846,2.2125,5197153108.0,0.0,0.0,,126.5944,250.452,52.3947,59.0,24.7105,99.0,23833280512.0,23833280512.0,23833280512.0,0.5789,0.5818,0.5789,0.5758
35,2.4744,0.01,4.0833,2.1031,5197153108.0,0.0,0.0,,124.2639,246.659,51.95,58.0,26.15,100.0,23833280512.0,23833280512.0,23833280512.0,0.5784,0.5795,0.5784,0.5744
36,2.4588,0.01,3.7709,2.2625,5197153108.0,0.0,0.0,,126.0838,248.663,52.1351,59.0,26.9189,100.0,23833280512.0,23833280512.0,23833280512.0,0.5847,0.5848,0.5847,0.5803
37,2.4519,0.01,5.5895,2.225,5197153108.0,0.0,335872.0,,103.2564,269.572,50.9455,59.0,17.0364,100.0,23833280512.0,23833280512.0,23833280512.0,0.5818,0.584,0.5818,0.5773
38,2.4349,0.01,4.2702,2.05,5197153108.0,0.0,0.0,,123.1342,267.606,51.6667,59.0,23.4762,100.0,23833280512.0,23833280512.0,23833280512.0,0.5822,0.5837,0.5822,0.5785
39,2.4269,0.01,3.8581,2.2125,5197153108.0,0.0,0.0,,120.8626,260.662,51.8421,59.0,24.9474,100.0,23833280512.0,23833280512.0,23833280512.0,0.584,0.5868,0.584,0.5811
40,2.4079,0.01,3.7868,2.3531,5197153108.0,0.0,0.0,,129.2176,249.483,52.1622,60.0,27.5946,100.0,23833280512.0,23833280512.0,23833280512.0,0.5877,0.5896,0.5877,0.5842
41,2.401,0.01,3.8989,2.1969,5197153108.0,0.0,0.0,,131.3488,240.935,52.5,59.0,26.1053,100.0,23833280512.0,23833280512.0,23833280512.0,0.5848,0.5869,0.5848,0.5817
42,2.3926,0.01,5.3984,2.4031,5197153108.0,0.0,241664.0,,112.6912,252.658,50.9434,57.0,18.5472,100.0,23833280512.0,23833280512.0,23833280512.0,0.5835,0.5869,0.5835,0.5797
43,2.3779,0.01,4.2826,1.9781,5197153108.0,0.0,0.0,,122.3614,259.705,51.5952,59.0,20.9048,100.0,23833280512.0,23833280512.0,23833280512.0,0.59,0.5931,0.59,0.5879
44,2.3727,0.01,3.5647,2.4625,5197153108.0,0.0,258048.0,,130.2579,263.501,52.2571,60.0,26.6,99.0,23833280512.0,23833280512.0,23833280512.0,0.5884,0.5914,0.5884,0.5851
45,2.363,0.01,4.1867,2.0906,5197153108.0,0.0,0.0,,116.9604,248.455,51.9024,59.0,23.4634,100.0,23833280512.0,23833280512.0,23833280512.0,0.5882,0.5909,0.5882,0.5848
46,2.36,0.01,5.38,2.5094,5197153108.0,0.0,258048.0,,113.3319,248.941,51.3019,59.0,18.1132,99.0,23833280512.0,23833280512.0,23833280512.0,0.589,0.596,0.589,0.5877
47,2.3572,0.01,5.2783,2.4438,5197153108.0,0.0,249856.0,,111.8046,248.273,50.6154,57.0,20.1538,100.0,23833280512.0,23833280512.0,23833280512.0,0.5888,0.5943,0.5888,0.5862
48,2.3413,0.01,5.2246,2.4094,5197153108.0,0.0,270336.0,,108.9584,258.996,51.2157,59.0,19.6863,99.0,23833280512.0,23833280512.0,23833280512.0,0.5889,0.5913,0.5889,0.5858
49,2.3377,0.01,4.0734,2.125,5197153108.0,0.0,0.0,,126.333,249.486,51.525,56.0,24.225,99.0,23833280512.0,23833280512.0,23833280512.0,0.5883,0.5925,0.5883,0.5859
50,2.3201,0.01,3.6734,2.3719,5197153108.0,0.0,258048.0,,126.6629,266.198,52.1944,60.0,27.9167,99.0,23833280512.0,23833280512.0,23833280512.0,0.5894,0.5914,0.5894,0.5853
51,2.3129,0.01,3.5656,2.4375,5197153108.0,0.0,20480.0,,132.6863,249.078,52.2286,59.0,28.6286,99.0,23833280512.0,23833280512.0,23833280512.0,0.5921,0.5952,0.5921,0.5886
52,2.3069,0.01,4.2032,2.075,5197153108.0,0.0,0.0,,119.0285,256.218,52.0,60.0,24.4634,99.0,23833280512.0,23833280512.0,23833280512.0,0.5947,0.5968,0.5947,0.592
53,2.2952,0.01,3.9804,2.1187,5197153108.0,0.0,163840.0,,130.2388,246.393,52.0256,57.0,25.5385,99.0,23833280512.0,23833280512.0,23833280512.0,0.5931,0.6017,0.5931,0.5919
