epoch,train_loss,lr,epoch_ts,training_time_seconds,inference_time_seconds,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.1412,0.1,2025-11-28 03:36:47.748,44.84,3.792,3.755,2.2812,5197153108.0,0.0,0.0,,126.447,263.257,51.1351,55.0,27.5405,100.0,23394975744.0,23394975744.0,23394975744.0,0.0351,0.0164,0.0351,0.0149
2,4.7052,0.1,2025-11-28 03:37:30.627,39.085,3.566,3.5409,2.525,5197153108.0,0.0,0.0,,133.6507,250.147,53.4286,60.0,24.5143,100.0,23462084608.0,23462084608.0,23462084608.0,0.0945,0.0992,0.0945,0.0669
3,4.4242,0.1,2025-11-28 03:38:10.629,36.438,3.79,3.752,2.4562,5197153108.0,0.0,0.0,,134.3017,288.263,53.7297,61.0,27.4054,100.0,23696965632.0,23696965632.0,23696965632.0,0.1239,0.1371,0.1239,0.0997
4,4.2352,0.1,2025-11-28 03:38:51.643,37.224,3.721,3.6829,2.4188,5197153108.0,0.0,0.0,,138.7249,293.666,53.9167,60.0,29.75,100.0,23730520064.0,23730520064.0,23730520064.0,0.1608,0.1633,0.1608,0.1314
5,4.0722,0.1,2025-11-28 03:39:33.874,38.51,3.799,3.7631,2.35,5197153108.0,0.0,0.0,,129.5533,296.474,52.8108,58.0,24.7297,99.0,23730520064.0,23730520064.0,23730520064.0,0.2005,0.2139,0.2005,0.173
6,3.9414,0.1,2025-11-28 03:40:17.087,39.414,3.661,3.6233,2.4312,5197153108.0,0.0,360448.0,,133.9412,288.983,52.8,58.0,26.6571,100.0,23730520064.0,23730520064.0,23730520064.0,0.2221,0.2772,0.2221,0.2065
7,3.8193,0.1,2025-11-28 03:40:57.959,37.211,4.069,4.0311,2.2156,5197153108.0,0.0,249856.0,,126.3465,281.983,53.5128,61.0,25.6923,100.0,23730520064.0,23730520064.0,23730520064.0,0.2453,0.2791,0.2453,0.2216
8,3.7112,0.1,2025-11-28 03:41:42.227,40.199,5.619,5.5819,2.375,5197153108.0,0.0,552960.0,,113.9412,296.99,52.3455,60.0,17.9818,100.0,23730520064.0,23730520064.0,23730520064.0,0.2871,0.3286,0.2871,0.2676
9,3.6206,0.1,2025-11-28 03:42:27.648,39.802,3.849,3.8136,2.2938,5197153108.0,0.0,0.0,,132.2099,288.394,52.6486,57.0,25.3514,100.0,23730520064.0,23730520064.0,23730520064.0,0.3126,0.3364,0.3126,0.2901
10,3.5339,0.1,2025-11-28 03:43:09.101,37.604,4.173,4.1368,2.1313,5197153108.0,0.0,8192.0,,133.3988,297.79,53.3,60.0,25.25,100.0,23730520064.0,23730520064.0,23730520064.0,0.3177,0.3713,0.3177,0.3054
