epoch,train_loss,lr,epoch_ts,training_time_seconds,inference_time_seconds,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.1925,0.1,2025-11-27 16:50:31.875,263.243,7.149,7.1274,3.925,1746396276.0,1974272.0,14000128.0,,335.3812,363.349,64.9143,68.0,90.6857,100.0,21870346240.0,21870346240.0,21870346240.0,0.0225,0.0116,0.0225,0.0099
2,4.9264,0.1,2025-11-27 16:55:05.289,266.265,6.962,6.9399,3.5469,1746396276.0,0.0,462848.0,,334.9048,359.683,65.25,67.0,92.8824,100.0,21870346240.0,21870346240.0,21870346240.0,0.0444,0.0289,0.0444,0.0215
3,4.8169,0.1,2025-11-27 16:59:39.009,266.759,6.909,6.8875,3.6063,1746396276.0,0.0,434176.0,,337.5639,360.167,65.3971,68.0,92.8529,100.0,21870346240.0,21870346240.0,21870346240.0,0.0527,0.0538,0.0527,0.0345
4,4.747,0.1,2025-11-27 17:04:12.419,266.5,7.046,7.024,3.5156,1746396276.0,0.0,397312.0,,333.6195,359.399,65.0435,67.0,92.8696,100.0,21870346240.0,21870346240.0,21870346240.0,0.0703,0.0512,0.0703,0.0447
5,4.6562,0.1,2025-11-27 17:08:45.752,266.278,6.801,6.7782,3.5906,1746396276.0,0.0,282624.0,,343.6358,364.635,66.0597,68.0,94.2537,100.0,21870346240.0,21870346240.0,21870346240.0,0.0692,0.058,0.0692,0.0442
6,4.5901,0.1,2025-11-27 17:13:14.335,261.782,6.82,6.7976,3.5844,1746396276.0,0.0,593920.0,,338.5858,357.501,65.6418,68.0,94.1642,100.0,21903900672.0,21903900672.0,21903900672.0,0.0943,0.0914,0.0943,0.0642
7,4.5368,0.1,2025-11-27 17:17:48.263,267.118,7.051,7.0284,3.9438,1746396276.0,0.0,569344.0,,329.2664,358.643,64.9275,68.0,91.3768,100.0,21903900672.0,21903900672.0,21903900672.0,0.0775,0.1131,0.0775,0.0593
8,4.4848,0.1,2025-11-27 17:22:22.041,266.726,7.127,7.1043,3.8969,1746396276.0,0.0,319488.0,,325.3121,356.118,64.4714,67.0,90.0714,100.0,21903900672.0,21903900672.0,21903900672.0,0.0859,0.1042,0.0859,0.0637
9,4.4464,0.1,2025-11-27 17:26:56.131,266.963,7.048,7.025,3.9531,1746396276.0,0.0,290816.0,,322.5201,350.47,64.3913,67.0,92.087,100.0,21903900672.0,21903900672.0,21903900672.0,0.1278,0.1264,0.1278,0.0996
10,4.4077,0.1,2025-11-27 17:31:29.623,266.444,7.225,7.2022,3.8188,1746396276.0,0.0,278528.0,,317.0466,348.35,63.662,66.0,90.5915,100.0,21903900672.0,21903900672.0,21903900672.0,0.1061,0.1062,0.1061,0.0772
11,4.3819,0.1,2025-11-27 17:36:03.246,266.398,7.011,6.9883,3.8594,1746396276.0,0.0,290816.0,,321.696,344.652,64.0,66.0,92.1884,100.0,21903900672.0,21903900672.0,21903900672.0,0.1054,0.1213,0.1054,0.0837
