epoch,train_loss,lr,epoch_ts,training_time_seconds,inference_time_seconds,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,4.9284,0.1,2025-11-26 17:58:20.490,100.033,4.892,4.8013,4.2375,3290121708.0,495616.0,20205568.0,,244.93,363.599,58.1702,65.0,59.2553,99.0,22279290880.0,22279290880.0,22279290880.0,0.0613,0.0473,0.0613,0.0394
2,4.6137,0.1,2025-11-26 18:00:03.302,97.92,4.658,4.6184,4.2156,3290121708.0,0.0,16384.0,,252.9155,367.845,59.7778,66.0,61.5778,100.0,22514171904.0,22514171904.0,22514171904.0,0.0894,0.1016,0.0894,0.0629
3,4.33,0.1,2025-11-26 18:01:47.449,99.489,6.185,6.1471,2.5656,3290121708.0,0.0,151552.0,,215.5319,369.512,57.1167,67.0,46.6333,100.0,22514171904.0,22514171904.0,22514171904.0,0.1373,0.207,0.1373,0.1167
4,4.0664,0.1,2025-11-26 18:03:41.115,107.482,4.368,4.3318,3.6875,3290121708.0,0.0,0.0,,255.2786,371.498,60.9048,67.0,64.619,100.0,22514171904.0,22514171904.0,22514171904.0,0.1862,0.2401,0.1862,0.1612
5,3.8669,0.1,2025-11-26 18:05:23.745,98.258,4.099,4.0621,4.6781,3290121708.0,0.0,0.0,,277.0897,371.058,61.9487,67.0,69.5897,99.0,22514171904.0,22514171904.0,22514171904.0,0.2138,0.2789,0.2138,0.1882
6,3.7339,0.1,2025-11-26 18:07:05.258,97.415,4.042,4.0051,3.7125,3290121708.0,0.0,0.0,,278.9092,371.587,62.1282,67.0,71.6154,100.0,22514171904.0,22514171904.0,22514171904.0,0.2323,0.3396,0.2323,0.2219
7,3.6218,0.1,2025-11-26 18:08:47.142,97.844,4.331,4.2936,4.2562,3290121708.0,0.0,0.0,,269.1348,372.046,61.2619,67.0,68.3571,100.0,22514171904.0,22514171904.0,22514171904.0,0.2591,0.3552,0.2591,0.2379
8,3.5391,0.1,2025-11-26 18:10:29.261,97.786,4.818,4.7806,4.15,3290121708.0,0.0,45056.0,,245.8497,371.655,60.0638,67.0,58.6809,100.0,22514171904.0,22514171904.0,22514171904.0,0.2848,0.3786,0.2848,0.27
9,3.4658,0.1,2025-11-26 18:12:12.358,98.279,4.475,4.4359,4.1688,3290121708.0,0.0,0.0,,262.2109,371.057,61.4419,67.0,65.4419,100.0,22514171904.0,22514171904.0,22514171904.0,0.3172,0.4064,0.3172,0.3072
10,3.4004,0.1,2025-11-26 18:13:54.462,97.629,4.33,4.2926,4.2875,3290121708.0,0.0,0.0,,266.1376,369.424,61.3095,67.0,64.9524,100.0,22514171904.0,22514171904.0,22514171904.0,0.3063,0.4329,0.3063,0.2991
11,3.362,0.1,2025-11-26 18:15:36.684,97.891,4.344,4.3189,3.4219,3290121708.0,0.0,0.0,,266.4957,371.636,61.4048,67.0,66.9286,100.0,22514171904.0,22514171904.0,22514171904.0,0.3484,0.4487,0.3484,0.3381
12,3.3081,0.1,2025-11-26 18:17:18.505,97.478,4.235,4.1978,4.325,3290121708.0,0.0,0.0,,269.3842,371.318,61.878,68.0,68.5122,100.0,22514171904.0,22514171904.0,22514171904.0,0.349,0.4592,0.349,0.3495
13,3.2769,0.1,2025-11-26 18:19:00.458,97.717,4.173,4.1349,3.7719,3290121708.0,0.0,0.0,,274.3697,370.051,62.175,68.0,69.025,100.0,22514171904.0,22514171904.0,22514171904.0,0.3077,0.4624,0.3077,0.3034
14,3.2443,0.1,2025-11-26 18:20:42.310,97.679,3.955,3.9175,3.8531,3290121708.0,0.0,0.0,,285.6916,371.832,62.4474,68.0,73.3421,100.0,22514171904.0,22514171904.0,22514171904.0,0.3595,0.4695,0.3595,0.3582
15,3.2079,0.1,2025-11-26 18:22:23.972,97.707,4.442,4.4048,4.1719,3290121708.0,0.0,69632.0,,264.3443,371.055,61.0465,67.0,65.7674,100.0,22514171904.0,22514171904.0,22514171904.0,0.3446,0.488,0.3446,0.3451
16,3.1808,0.1,2025-11-26 18:24:06.020,97.607,4.021,3.9851,3.8094,3290121708.0,0.0,0.0,,280.3558,370.617,62.1795,67.0,69.7179,100.0,22514171904.0,22514171904.0,22514171904.0,0.3913,0.4794,0.3913,0.3806
17,3.1529,0.1,2025-11-26 18:25:47.960,97.919,4.461,4.4234,4.4719,3290121708.0,0.0,0.0,,258.7281,366.531,61.0465,67.0,62.4419,100.0,22514171904.0,22514171904.0,22514171904.0,0.3877,0.497,0.3877,0.3842
18,3.1284,0.1,2025-11-26 18:27:30.292,97.871,4.261,4.2232,4.35,3290121708.0,0.0,0.0,,269.9302,364.986,61.5366,67.0,67.4146,100.0,22514171904.0,22514171904.0,22514171904.0,0.401,0.4939,0.401,0.3945
19,3.1051,0.1,2025-11-26 18:29:12.810,98.256,4.271,4.2318,3.5375,3290121708.0,0.0,0.0,,269.456,370.066,61.5366,67.0,68.6341,100.0,22514171904.0,22514171904.0,22514171904.0,0.4134,0.4999,0.4134,0.4065
20,3.0752,0.1,2025-11-26 18:30:55.311,98.231,4.34,4.3025,3.5219,3290121708.0,0.0,180224.0,,265.0503,370.517,61.4524,68.0,67.2381,100.0,22547726336.0,22547726336.0,22547726336.0,0.4036,0.4984,0.4036,0.403
21,3.0586,0.1,2025-11-26 18:32:37.454,97.803,4.335,4.2986,3.5469,3290121708.0,0.0,0.0,,267.5986,371.265,61.2381,67.0,64.7619,100.0,22547726336.0,22547726336.0,22547726336.0,0.4401,0.5152,0.4401,0.433
22,3.0499,0.1,2025-11-26 18:34:19.616,97.826,4.128,4.091,3.6281,3290121708.0,0.0,0.0,,271.4199,371.711,61.975,67.0,67.95,100.0,22547726336.0,22547726336.0,22547726336.0,0.4269,0.5102,0.4269,0.4227
23,3.0358,0.1,2025-11-26 18:36:01.417,97.674,4.403,4.3649,4.225,3290121708.0,0.0,167936.0,,260.7637,369.717,61.186,67.0,63.9302,100.0,22547726336.0,22547726336.0,22547726336.0,0.414,0.5218,0.414,0.4067
24,3.0158,0.1,2025-11-26 18:37:43.502,97.682,4.442,4.4043,4.1437,3290121708.0,0.0,0.0,,262.4423,369.162,61.2558,67.0,65.5814,100.0,22547726336.0,22547726336.0,22547726336.0,0.381,0.5298,0.381,0.3936
25,3.0079,0.1,2025-11-26 18:39:25.652,97.707,4.441,4.4039,3.4906,3290121708.0,0.0,16384.0,,257.0458,371.891,61.2326,68.0,64.4884,100.0,22547726336.0,22547726336.0,22547726336.0,0.3648,0.513,0.3648,0.3608
26,2.9903,0.1,2025-11-26 18:41:08.069,97.976,4.04,4.0014,3.8094,3290121708.0,0.0,0.0,,274.5004,371.106,62.2821,67.0,70.3333,100.0,22547726336.0,22547726336.0,22547726336.0,0.4029,0.5236,0.4029,0.4021
27,2.9818,0.1,2025-11-26 18:42:49.541,97.433,3.869,3.8308,3.9312,3290121708.0,0.0,0.0,,292.2319,370.196,63.027,68.0,76.8378,100.0,22547726336.0,22547726336.0,22547726336.0,0.4431,0.5328,0.4431,0.4409
28,2.9661,0.1,2025-11-26 18:44:31.059,97.649,4.182,4.1449,3.5969,3290121708.0,0.0,86016.0,,270.5802,370.895,61.9,68.0,67.45,100.0,22547726336.0,22547726336.0,22547726336.0,0.4194,0.5418,0.4194,0.4216
29,2.9646,0.1,2025-11-26 18:46:12.985,97.743,3.994,3.9574,3.7969,3290121708.0,0.0,0.0,,278.376,369.074,62.6316,68.0,71.1579,100.0,22547726336.0,22547726336.0,22547726336.0,0.4205,0.5329,0.4205,0.4203
30,2.9479,0.01,2025-11-26 18:47:54.890,97.911,4.44,4.4015,4.3031,3290121708.0,0.0,180224.0,,262.7627,368.399,61.4419,67.0,66.0233,100.0,22547726336.0,22547726336.0,22547726336.0,0.3955,0.5383,0.3955,0.4025
31,2.5667,0.01,2025-11-26 18:49:37.425,98.095,3.969,3.9321,3.8781,3290121708.0,0.0,0.0,,279.4607,371.101,62.8421,68.0,72.8947,100.0,22547726336.0,22547726336.0,22547726336.0,0.6126,0.6162,0.6126,0.609
32,2.439,0.01,2025-11-26 18:51:19.208,97.815,4.509,4.4724,4.1219,3290121708.0,0.0,0.0,,257.7405,364.518,61.3636,67.0,63.3409,100.0,22547726336.0,22547726336.0,22547726336.0,0.6231,0.6272,0.6231,0.6196
33,2.3884,0.01,2025-11-26 18:53:01.394,97.676,4.252,4.2155,4.4094,3290121708.0,0.0,172032.0,,268.0746,367.949,61.5854,67.0,67.7805,100.0,22547726336.0,22547726336.0,22547726336.0,0.6277,0.634,0.6277,0.6252
34,2.3481,0.01,2025-11-26 18:54:43.509,97.864,4.748,4.7108,3.9062,3290121708.0,0.0,0.0,,248.2652,370.052,60.3261,67.0,59.8696,100.0,22547726336.0,22547726336.0,22547726336.0,0.6262,0.6334,0.6262,0.6239
35,2.3166,0.01,2025-11-26 18:56:26.213,97.956,4.313,4.2764,4.2156,3290121708.0,0.0,0.0,,264.0449,369.41,61.5714,67.0,65.0476,100.0,22547726336.0,22547726336.0,22547726336.0,0.6318,0.6366,0.6318,0.6288
36,2.2894,0.01,2025-11-26 18:58:08.056,97.529,4.715,4.6788,4.0062,3290121708.0,0.0,0.0,,249.2881,369.837,60.587,67.0,59.9348,100.0,22547726336.0,22547726336.0,22547726336.0,0.6367,0.6415,0.6367,0.6337
37,2.2678,0.01,2025-11-26 18:59:51.015,98.244,3.86,3.8235,3.9719,3290121708.0,0.0,0.0,,289.1996,369.606,62.973,68.0,72.8649,100.0,22547726336.0,22547726336.0,22547726336.0,0.6333,0.6404,0.6333,0.6307
