model_name,seed,config_path,train_data_path,val_data_path,model_params,train_params,inference_params,scheduler_params,lr_base
shufflenet_v2,62,configs/shufflenet_v2_config.yaml,/scratch/ehdmenezes//tiny-imagenet-200/train,/scratch/ehdmenezes//tiny-imagenet-200/val,"{'num_classes': 200}","{'epochs': 100, 'batch_size': 512, 'learning_rate': 0.1}","{'batch_size': 512}","{'type': 'StepLR', 'step_size': 30, 'gamma': 0.1}",0.1
epoch,train_loss,lr,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.2036,0.1,3.354,2.8781,10731458560.0,98304.0,0.0,1124251316.0,70.7933,160.614,42.4516,47.0,13.2903,65.0,5466423296.0,5466423296.0,5466423296.0,0.0298,0.0229,0.0298,0.0123
2,4.8613,0.1,2.3913,2.6125,10734166016.0,0.0,0.0,1124251316.0,102.2567,214.797,42.7826,48.0,18.9565,92.0,5466423296.0,5466423296.0,5466423296.0,0.058,0.0538,0.058,0.0376
3,4.6351,0.1,2.686,2.4531,10732642304.0,0.0,229376.0,1124251316.0,82.455,128.208,41.08,46.0,17.04,99.0,5835522048.0,5835522048.0,5835522048.0,0.085,0.0886,0.085,0.0602
4,4.4693,0.1,3.1788,2.7719,10732769280.0,0.0,0.0,1124251316.0,87.7043,191.536,41.0,44.0,17.3548,95.0,5835522048.0,5835522048.0,5835522048.0,0.1035,0.1136,0.1035,0.0799
5,4.3228,0.1,3.8714,2.8094,12879572992.0,0.0,282624.0,1124251316.0,86.8954,205.849,41.0263,44.0,13.6316,95.0,5839716352.0,5839716352.0,5839716352.0,0.1274,0.1475,0.1274,0.1012
6,4.2034,0.1,2.3623,2.6969,12879691776.0,0.0,0.0,1124251316.0,100.5303,203.082,41.5652,45.0,17.1739,88.0,5839716352.0,5839716352.0,5839716352.0,0.1741,0.198,0.1741,0.1478
7,4.1079,0.1,2.4939,2.5812,12879765504.0,0.0,0.0,1124251316.0,82.7292,116.354,40.9565,45.0,17.2609,81.0,5839716352.0,5839716352.0,5839716352.0,0.1561,0.2058,0.1561,0.1372
8,4.0211,0.1,3.1112,2.7906,12879794176.0,0.0,303104.0,1124251316.0,84.6674,151.623,40.5333,44.0,15.7,87.0,5839716352.0,5839716352.0,5839716352.0,0.1741,0.2133,0.1741,0.1503
9,3.9467,0.1,2.4064,2.4937,12879872000.0,0.0,0.0,1124251316.0,101.022,200.028,41.3913,46.0,21.3913,99.0,5839716352.0,5839716352.0,5839716352.0,0.2043,0.2437,0.2043,0.1818
10,3.8973,0.1,2.3584,2.5438,12879986688.0,0.0,0.0,1124251316.0,103.8632,214.656,41.7391,46.0,21.2609,99.0,5839716352.0,5839716352.0,5839716352.0,0.204,0.248,0.204,0.1838
