epoch,train_loss,lr,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.1911,0.1,2.2566,2.5906,1124251316.0,0.0,30851072.0,,100.3583,198.774,43.4091,48.0,16.3636,99.0,5462228992.0,5462228992.0,5462228992.0,0.0288,0.0188,0.0288,0.0121
2,4.8655,0.1,3.0476,2.7594,1124251316.0,0.0,135168.0,,88.386,167.13,42.0667,47.0,14.3333,79.0,5462228992.0,5462228992.0,5462228992.0,0.063,0.0449,0.063,0.0353
3,4.6282,0.1,2.1661,2.6969,1124251316.0,0.0,4096.0,,89.897,153.104,42.0,44.0,18.1429,89.0,5831327744.0,5831327744.0,5831327744.0,0.092,0.0767,0.092,0.06
4,4.424,0.1,3.1533,2.6938,1124251316.0,0.0,229376.0,,89.8035,197.671,41.4194,44.0,12.6774,85.0,5833424896.0,5833424896.0,5833424896.0,0.098,0.1162,0.098,0.0709
5,4.267,0.1,2.5642,2.3531,1124251316.0,0.0,0.0,,99.1594,200.236,42.32,47.0,16.76,99.0,5833844326.4,5835522048.0,5835522048.0,0.1565,0.165,0.1565,0.1247
6,4.1409,0.1,2.3741,2.4625,1124251316.0,0.0,0.0,,101.6893,205.439,42.3043,45.0,21.2174,95.0,5835522048.0,5835522048.0,5835522048.0,0.1425,0.1724,0.1425,0.1184
7,4.0411,0.1,3.0708,2.7281,1124251316.0,0.0,114688.0,,93.5027,204.028,42.0,45.0,14.6667,74.0,5835522048.0,5835522048.0,5835522048.0,0.1903,0.2315,0.1903,0.1639
8,3.9595,0.1,2.3555,2.5219,1124251316.0,0.0,0.0,,90.6928,152.386,42.087,44.0,21.6957,95.0,5835522048.0,5835522048.0,5835522048.0,0.2043,0.2424,0.2043,0.1787
9,3.8838,0.1,3.0679,2.7406,1124251316.0,0.0,139264.0,,88.0698,163.641,41.7,45.0,14.4667,48.0,5835522048.0,5835522048.0,5835522048.0,0.2364,0.255,0.2364,0.2086
10,3.8319,0.1,2.9731,2.6281,1124251316.0,0.0,16384.0,,94.5124,198.186,41.4483,46.0,17.2759,90.0,5835522048.0,5835522048.0,5835522048.0,0.2175,0.2595,0.2175,0.1974
11,3.7776,0.1,3.0628,2.7531,1124251316.0,0.0,253952.0,,92.4942,186.475,41.9,45.0,17.3333,97.0,5837619200.0,5837619200.0,5837619200.0,0.2191,0.2784,0.2191,0.1978
12,3.7415,0.1,2.9737,2.7938,1124251316.0,0.0,0.0,,96.8696,205.878,42.069,47.0,16.3448,97.0,5837619200.0,5837619200.0,5837619200.0,0.2562,0.3031,0.2562,0.2347
13,3.7038,0.1,2.2503,2.625,1124251316.0,0.0,20480.0,,105.3709,208.171,42.6364,47.0,22.6364,97.0,5837619200.0,5837619200.0,5837619200.0,0.2421,0.2958,0.2421,0.2258
14,3.6761,0.1,2.3444,2.4656,1124251316.0,0.0,94208.0,,102.4894,205.705,43.0435,48.0,17.6957,99.0,5837619200.0,5837619200.0,5837619200.0,0.2889,0.325,0.2889,0.2673
15,3.653,0.1,2.3514,2.4969,1124251316.0,0.0,0.0,,104.0156,202.477,43.087,47.0,18.0,86.0,5837619200.0,5837619200.0,5837619200.0,0.2832,0.3135,0.2832,0.2588
16,3.6205,0.1,2.2585,2.5187,1124251316.0,0.0,0.0,,94.1281,138.022,42.7273,47.0,23.7727,99.0,5837619200.0,5837619200.0,5837619200.0,0.2831,0.3327,0.2831,0.2633
17,3.5988,0.1,3.0515,2.7844,1124251316.0,0.0,4096.0,,87.6617,177.759,41.6333,44.0,14.8667,93.0,5837619200.0,5837619200.0,5837619200.0,0.2838,0.334,0.2838,0.2664
18,3.5785,0.1,2.3424,2.4406,1124251316.0,0.0,0.0,,97.259,156.742,42.1304,46.0,21.4348,99.0,5837619200.0,5837619200.0,5837619200.0,0.3056,0.3392,0.3056,0.284
19,3.5553,0.1,2.2269,2.5812,1124251316.0,0.0,143360.0,,105.2535,209.477,42.9545,47.0,21.6364,74.0,5837619200.0,5837619200.0,5837619200.0,0.2565,0.3355,0.2565,0.2398
20,3.5349,0.1,3.0371,2.8281,1124251316.0,0.0,0.0,,91.998,189.717,41.8,45.0,13.2,49.0,5837619200.0,5837619200.0,5837619200.0,0.2982,0.347,0.2982,0.276
21,3.5177,0.1,3.0794,2.7281,1124251316.0,0.0,618496.0,,81.3665,153.266,41.4667,47.0,14.6667,97.0,5837619200.0,5837619200.0,5837619200.0,0.2875,0.3575,0.2875,0.2704
22,3.5098,0.1,3.0391,2.775,1124251316.0,0.0,0.0,,89.7376,201.881,42.0667,45.0,15.2333,96.0,5837619200.0,5837619200.0,5837619200.0,0.315,0.3595,0.315,0.3012
23,3.4904,0.1,2.3407,2.4844,1124251316.0,0.0,0.0,,97.6091,189.581,42.4783,48.0,20.0435,85.0,5837619200.0,5837619200.0,5837619200.0,0.2837,0.3518,0.2837,0.2669
24,3.4843,0.1,2.3336,2.4781,1124251316.0,0.0,167936.0,,96.5517,147.552,42.4783,47.0,22.6957,99.0,5837619200.0,5837619200.0,5837619200.0,0.3143,0.3619,0.3143,0.2993
25,3.4702,0.1,3.0671,2.7406,1124251316.0,0.0,126976.0,,86.9171,157.775,41.8,45.0,11.5333,45.0,5837619200.0,5837619200.0,5837619200.0,0.3148,0.3691,0.3148,0.2978
26,3.4561,0.1,3.2604,2.6063,1124251316.0,0.0,16384.0,,84.2821,188.968,41.375,46.0,14.4062,80.0,5837619200.0,5837619200.0,5837619200.0,0.3203,0.3839,0.3203,0.3138
27,3.4436,0.1,2.2456,2.5875,1124251316.0,0.0,28672.0,,100.2868,185.624,42.6818,46.0,22.4091,69.0,5837619200.0,5837619200.0,5837619200.0,0.3237,0.3786,0.3237,0.3104
28,3.4333,0.1,2.354,2.375,1124251316.0,0.0,282624.0,,102.3426,195.813,42.7391,47.0,17.5652,78.0,5837619200.0,5837619200.0,5837619200.0,0.3005,0.3705,0.3005,0.295
29,3.4173,0.1,3.2503,2.5875,1124251316.0,0.0,0.0,,91.9324,214.932,42.375,46.0,14.3125,89.0,5837619200.0,5837619200.0,5837619200.0,0.2831,0.3813,0.2831,0.2715
30,3.4061,0.01,2.269,2.5344,1124251316.0,0.0,0.0,,93.459,167.002,42.4545,47.0,21.5,95.0,5837619200.0,5837619200.0,5837619200.0,0.3288,0.3889,0.3288,0.3181
31,3.1982,0.01,2.3427,2.4125,1124251316.0,0.0,28672.0,,104.8975,205.977,42.7391,47.0,19.8261,72.0,5837619200.0,5837619200.0,5837619200.0,0.4452,0.4393,0.4452,0.4314
32,3.1253,0.01,3.2617,2.5469,1124251316.0,0.0,290816.0,,78.3662,167.18,41.4375,47.0,14.6875,99.0,5837619200.0,5837619200.0,5837619200.0,0.449,0.4422,0.449,0.4351
33,3.1056,0.01,2.1745,2.6437,1124251316.0,0.0,0.0,,102.6584,204.267,42.8095,47.0,22.1429,92.0,5837619200.0,5837619200.0,5837619200.0,0.4578,0.4505,0.4578,0.4446
34,3.0903,0.01,2.4338,2.5406,1124251316.0,0.0,0.0,,96.1664,174.922,42.125,46.0,22.3333,73.0,5837619200.0,5837619200.0,5837619200.0,0.4571,0.454,0.4571,0.4444
35,3.0746,0.01,2.2417,2.4937,1124251316.0,0.0,0.0,,105.4988,212.902,42.6818,46.0,24.5,97.0,5837619200.0,5837619200.0,5837619200.0,0.4577,0.4537,0.4577,0.4457
36,3.0619,0.01,2.5493,2.6969,1124251316.0,0.0,0.0,,99.4048,205.09,42.48,46.0,17.72,95.0,5837619200.0,5837619200.0,5837619200.0,0.4562,0.4533,0.4562,0.4429
37,3.0528,0.01,2.2416,2.6469,1124251316.0,0.0,0.0,,102.9481,205.725,43.2273,47.0,19.6364,88.0,5837619200.0,5837619200.0,5837619200.0,0.4591,0.4573,0.4591,0.4489
38,3.0468,0.01,3.0704,2.8188,1124251316.0,0.0,0.0,,92.4526,206.583,42.4667,45.0,17.2333,99.0,5837619200.0,5837619200.0,5837619200.0,0.4481,0.4532,0.4481,0.4368
39,3.0382,0.01,2.339,2.5781,1124251316.0,0.0,0.0,,102.029,205.141,42.6522,47.0,18.913,99.0,5837619200.0,5837619200.0,5837619200.0,0.4679,0.4658,0.4679,0.4573
40,3.0298,0.01,3.1665,2.6156,1124251316.0,0.0,139264.0,,91.4733,198.259,42.1935,46.0,13.6129,99.0,5837619200.0,5837619200.0,5837619200.0,0.4647,0.4645,0.4647,0.4546
41,3.0231,0.01,2.3352,2.4094,1124251316.0,0.0,0.0,,98.1388,196.456,42.3478,48.0,18.7391,83.0,5837619200.0,5837619200.0,5837619200.0,0.4642,0.4591,0.4642,0.4511
42,3.0199,0.01,2.3498,2.4469,1124251316.0,0.0,12288.0,,101.1657,198.957,42.7826,46.0,17.9565,97.0,5837619200.0,5837619200.0,5837619200.0,0.4668,0.4651,0.4668,0.4562
43,3.0155,0.01,2.2392,2.65,1124251316.0,0.0,0.0,,105.6553,205.023,43.0909,47.0,20.3636,72.0,5839716352.0,5839716352.0,5839716352.0,0.4719,0.4725,0.4719,0.4623
44,3.0123,0.01,3.2654,2.5344,1124251316.0,0.0,20480.0,,86.6505,196.866,42.3438,46.0,12.25,99.0,5839716352.0,5839716352.0,5839716352.0,0.4664,0.4671,0.4664,0.4577
45,3.0067,0.01,2.2737,2.5688,1124251316.0,0.0,0.0,,105.7938,211.039,43.1818,47.0,22.0,97.0,5839716352.0,5839716352.0,5839716352.0,0.4695,0.4645,0.4695,0.458
46,3.0021,0.01,2.2491,2.6406,1124251316.0,0.0,139264.0,,95.9387,167.181,42.8182,47.0,24.3182,99.0,5839716352.0,5839716352.0,5839716352.0,0.4708,0.473,0.4708,0.4615
47,2.9982,0.01,3.0776,2.6906,1124251316.0,0.0,0.0,,93.3093,199.281,42.6333,47.0,14.0667,88.0,5839716352.0,5839716352.0,5839716352.0,0.4707,0.4779,0.4707,0.4628
48,2.9946,0.01,3.0527,2.7437,1124251316.0,0.0,0.0,,93.4241,205.157,42.7,45.0,15.6667,95.0,5839716352.0,5839716352.0,5839716352.0,0.4691,0.475,0.4691,0.4603
49,2.9833,0.01,2.2682,2.575,1124251316.0,0.0,233472.0,,101.7165,207.876,43.1364,47.0,22.9545,97.0,5839716352.0,5839716352.0,5839716352.0,0.4718,0.4755,0.4718,0.4634
50,2.9871,0.01,3.1674,2.6625,1124251316.0,0.0,0.0,,90.2685,201.404,42.5484,47.0,13.7419,82.0,5839716352.0,5839716352.0,5839716352.0,0.4733,0.4767,0.4733,0.4653
51,2.9889,0.01,3.178,2.6344,1124251316.0,0.0,0.0,,88.9035,213.975,42.6452,46.0,15.5161,97.0,5839716352.0,5839716352.0,5839716352.0,0.4722,0.4789,0.4722,0.465
52,2.976,0.01,2.9588,2.85,1124251316.0,0.0,278528.0,,94.2076,204.818,42.5517,45.0,15.2759,94.0,5839716352.0,5839716352.0,5839716352.0,0.4644,0.4673,0.4644,0.4531
53,2.9756,0.01,2.2626,2.5562,1124251316.0,0.0,8192.0,,89.6544,146.058,42.7727,47.0,20.5455,83.0,5839716352.0,5839716352.0,5839716352.0,0.4747,0.4806,0.4747,0.4678
54,2.9676,0.01,2.2366,2.5719,1124251316.0,0.0,0.0,,104.3226,210.332,42.9091,46.0,22.3182,89.0,5839716352.0,5839716352.0,5839716352.0,0.4671,0.4718,0.4671,0.4553
55,2.965,0.01,2.2403,2.5531,1124251316.0,0.0,0.0,,104.2585,202.844,42.5909,46.0,18.0,68.0,5839716352.0,5839716352.0,5839716352.0,0.4787,0.4798,0.4787,0.4683
56,2.9688,0.01,2.2343,2.5438,1124251316.0,0.0,0.0,,103.932,212.625,43.0455,47.0,23.0,80.0,5839716352.0,5839716352.0,5839716352.0,0.4777,0.4796,0.4777,0.468
57,2.9637,0.01,2.3424,2.4813,1124251316.0,0.0,217088.0,,95.6761,176.235,42.6957,47.0,20.4348,99.0,5839716352.0,5839716352.0,5839716352.0,0.4802,0.4879,0.4802,0.4725
