epoch,train_loss,lr,epoch_ts,training_time_seconds,inference_time_seconds,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
2,5.1531,0.1,2025-11-28 06:10:12.556,3353.393,52.491,52.4506,6.65,3318575740.0,0.0,11485184.0,,327.904,333.927,51.3673,53.0,98.5654,100.0,18545180672.0,18545180672.0,18545180672.0,0.005,0.0,0.005,0.0
3,5.0349,0.1,2025-11-28 06:38:35.113,1650.062,52.465,52.4243,6.65,3318575740.0,0.0,7180288.0,,315.2936,320.548,50.1173,52.0,98.55,100.0,18545180672.0,18545180672.0,18545180672.0,0.005,0.0,0.005,0.0
4,4.9212,0.1,2025-11-28 07:06:57.253,1649.675,52.572,52.5306,6.6312,3318575740.0,0.0,9048064.0,,302.6263,308.039,48.7946,50.0,98.4395,100.0,18545180672.0,18545180672.0,18545180672.0,0.005,0.0,0.005,0.0
5,4.8861,0.1,2025-11-28 07:35:17.862,1648.036,52.353,52.312,6.6562,3318575740.0,0.0,12083200.0,,290.5229,294.633,47.7534,49.0,98.6339,100.0,18545180672.0,18545180672.0,18545180672.0,0.005,0.0,0.005,0.0
6,4.8577,0.1,2025-11-28 08:03:37.863,1647.649,52.479,52.4377,6.6437,3318575740.0,0.0,9691136.0,,279.7549,283.917,46.3365,48.0,98.4808,100.0,18545180672.0,18545180672.0,18545180672.0,0.005,0.0,0.005,0.0
7,4.8501,0.1,2025-11-28 08:31:58.206,1647.864,52.457,52.4156,6.6375,3318575740.0,0.0,10825728.0,,277.0348,281.73,46.675,48.0,98.6269,100.0,18545180672.0,18545180672.0,18545180672.0,0.005,0.0,0.005,0.0
8,4.8418,0.1,2025-11-28 09:00:18.303,1647.639,52.368,52.3251,6.65,3318575740.0,0.0,11755520.0,,275.3595,278.987,46.1773,48.0,98.7052,100.0,18545180672.0,18545180672.0,18545180672.0,0.005,0.0,0.005,0.0
9,4.8413,0.1,2025-11-28 09:28:38.438,1647.772,52.37,52.328,6.65,3318575740.0,0.0,5246976.0,,272.9659,277.346,46.3699,48.0,98.4913,100.0,18612289536.0,18612289536.0,18612289536.0,0.005,0.0,0.005,0.0
10,4.8386,0.1,2025-11-28 09:57:00.783,1649.974,52.473,52.43,6.6437,3318575740.0,0.0,11218944.0,,271.706,275.855,46.4385,48.0,98.6865,100.0,18612289536.0,18612289536.0,18612289536.0,0.005,0.0,0.005,0.0
11,4.8326,0.1,2025-11-28 10:25:22.168,1648.909,52.494,52.4511,6.6375,3318575740.0,0.0,10125312.0,,270.3848,274.438,46.1327,47.0,98.6808,100.0,18612289536.0,18612289536.0,18612289536.0,0.005,0.0,0.005,0.0
12,4.8346,0.1,2025-11-28 10:53:42.529,1647.867,52.566,52.5232,6.625,3318575740.0,0.0,12218368.0,,270.6004,274.686,46.1977,48.0,98.4453,100.0,18612289536.0,18612289536.0,18612289536.0,0.005,0.0,0.005,0.0
13,4.8376,0.1,2025-11-28 11:22:02.678,1647.583,52.478,52.435,6.6375,3318575740.0,0.0,12218368.0,,269.6666,273.259,46.0712,48.0,98.7538,100.0,18612289536.0,18612289536.0,18612289536.0,0.005,0.0,0.005,0.0
14,4.8391,0.1,2025-11-28 11:50:22.557,1647.401,52.476,52.432,6.6437,3318575740.0,0.0,10350592.0,,269.173,272.887,45.7923,47.0,98.5846,100.0,18612289536.0,18612289536.0,18612289536.0,0.005,0.0,0.005,0.0
15,4.8349,0.1,2025-11-28 12:18:42.426,1647.393,52.487,52.4446,6.6375,3318575740.0,0.0,10166272.0,,267.7727,271.89,45.9519,47.0,98.4192,100.0,18612289536.0,18612289536.0,18612289536.0,0.005,0.0,0.005,0.0
16,4.8293,0.01,2025-11-28 12:47:02.330,1647.417,52.498,52.4561,6.6437,3318575740.0,0.0,11915264.0,,268.1149,272.091,45.9846,47.0,98.3558,100.0,18612289536.0,18612289536.0,18612289536.0,0.005,0.0,0.005,0.0
