epoch,train_loss,lr,epoch_ts,training_time_seconds,inference_time_seconds,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.1094,0.1,2025-11-27 00:47:18.796,1336.061,39.781,39.7434,3.2969,1421110500.0,0.0,5971968.0,,333.1078,336.498,61.5025,62.0,98.3553,100.0,17466327040.0,17466327040.0,17466327040.0,0.0382,0.0212,0.0382,0.0191
2,4.9164,0.1,2025-11-27 01:10:15.373,1336.796,39.787,39.7506,3.2969,1421110500.0,0.0,729088.0,,325.3539,328.734,60.9594,62.0,98.2081,100.0,17466327040.0,17466327040.0,17466327040.0,0.0506,0.0496,0.0506,0.0283
3,4.8156,0.1,2025-11-27 01:33:10.611,1335.452,39.792,39.7551,3.2906,1421110500.0,0.0,745472.0,,314.6904,317.945,60.802,62.0,98.3756,100.0,17499881472.0,17499881472.0,17499881472.0,0.044,0.0366,0.044,0.0276
4,4.7797,0.1,2025-11-27 01:56:06.056,1335.652,39.794,39.7575,3.3531,1421110500.0,0.0,626688.0,,302.8478,306.135,60.1827,61.0,98.0888,100.0,17499881472.0,17499881472.0,17499881472.0,0.0391,0.051,0.0391,0.0261
5,4.7776,0.1,2025-11-27 02:19:00.292,1334.442,39.718,39.6803,3.3031,1421110500.0,0.0,655360.0,,293.748,296.927,59.4427,60.0,98.3282,100.0,17499881472.0,17499881472.0,17499881472.0,0.0686,0.0763,0.0686,0.0434
6,4.7765,0.1,2025-11-27 02:41:54.587,1334.577,39.822,39.7849,3.3719,1421110500.0,0.0,757760.0,,288.1849,291.049,59.5838,60.0,98.1396,100.0,17499881472.0,17499881472.0,17499881472.0,0.0579,0.0504,0.0579,0.0349
7,4.7754,0.1,2025-11-27 03:04:49.322,1334.914,39.713,39.6755,3.4062,1421110500.0,0.0,765952.0,,287.1359,290.324,59.486,60.0,98.0814,100.0,17499881472.0,17499881472.0,17499881472.0,0.0556,0.0656,0.0556,0.0371
8,4.7654,0.1,2025-11-27 03:27:44.509,1335.467,39.666,39.6293,3.3,1421110500.0,0.0,749568.0,,286.4116,289.121,59.0611,60.0,98.369,100.0,17499881472.0,17499881472.0,17499881472.0,0.0622,0.0774,0.0622,0.0392
9,4.7831,0.1,2025-11-27 03:50:39.612,1335.443,39.831,39.7931,3.3969,1421110500.0,0.0,798720.0,,286.3157,289.425,59.6878,60.0,98.1802,100.0,17499881472.0,17499881472.0,17499881472.0,0.0655,0.0814,0.0655,0.0434
10,4.7732,0.1,2025-11-27 04:13:34.963,1335.521,39.779,39.7411,3.3719,1421110500.0,0.0,753664.0,,285.1748,288.213,59.0051,60.0,98.0914,100.0,17499881472.0,17499881472.0,17499881472.0,0.0632,0.0837,0.0632,0.0411
11,4.7926,0.1,2025-11-27 04:36:23.850,1329.107,39.827,39.7883,3.375,1421110500.0,0.0,741376.0,,284.2864,287.763,59.2437,60.0,98.2563,100.0,17499881472.0,17499881472.0,17499881472.0,0.058,0.0509,0.058,0.0317
12,4.7832,0.1,2025-11-27 04:59:18.251,1334.575,39.671,39.634,3.3719,1421110500.0,0.0,745472.0,,285.089,288.161,58.9898,60.0,98.8571,100.0,17499881472.0,17499881472.0,17499881472.0,0.0409,0.0547,0.0409,0.0246
13,4.8015,0.1,2025-11-27 05:22:09.663,1331.741,39.807,39.7692,3.3687,1421110500.0,0.0,786432.0,,284.4827,287.921,58.8173,60.0,98.0127,100.0,17499881472.0,17499881472.0,17499881472.0,0.0604,0.0546,0.0604,0.0339
14,4.7901,0.1,2025-11-27 05:45:01.957,1332.48,39.858,39.8201,3.2812,1421110500.0,0.0,663552.0,,284.8736,287.689,59.4025,60.0,98.1873,100.0,17499881472.0,17499881472.0,17499881472.0,0.0512,0.0522,0.0512,0.0288
15,4.794,0.1,2025-11-27 06:07:56.956,1335.147,39.846,39.8088,3.3062,1421110500.0,0.0,770048.0,,283.8362,286.859,59.1548,60.0,98.302,100.0,17499881472.0,17499881472.0,17499881472.0,0.0541,0.0576,0.0541,0.0296
16,4.8055,0.1,2025-11-27 06:30:53.336,1336.535,39.807,39.7698,3.3969,1421110500.0,0.0,798720.0,,283.2998,287.057,59.2513,60.0,97.9848,100.0,17499881472.0,17499881472.0,17499881472.0,0.0461,0.0466,0.0461,0.0246
17,4.7948,0.1,2025-11-27 06:53:47.806,1334.663,39.728,39.6891,3.375,1421110500.0,0.0,794624.0,,283.7299,286.704,59.5013,60.0,98.743,100.0,17499881472.0,17499881472.0,17499881472.0,0.0695,0.0894,0.0695,0.0437
18,4.8031,0.1,2025-11-27 07:16:43.238,1335.703,39.849,39.8109,3.375,1421110500.0,0.0,1089536.0,,282.7232,286.19,58.9188,60.0,98.1751,100.0,17499881472.0,17499881472.0,17499881472.0,0.0588,0.0516,0.0588,0.0339
19,4.826,0.1,2025-11-27 07:39:39.609,1336.523,39.83,39.7923,3.2969,1421110500.0,0.0,794624.0,,283.2013,285.921,59.731,60.0,98.2563,100.0,17499881472.0,17499881472.0,17499881472.0,0.0584,0.0626,0.0584,0.0351
20,4.7924,0.1,2025-11-27 08:02:34.655,1335.215,39.796,39.7577,3.4,1421110500.0,0.0,1150976.0,,282.9088,286.194,59.5508,60.0,98.0685,100.0,17499881472.0,17499881472.0,17499881472.0,0.0446,0.0607,0.0446,0.0259
21,4.8299,0.1,2025-11-27 08:25:30.291,1335.841,39.821,39.784,3.3969,1421110500.0,0.0,872448.0,,282.6209,285.969,59.6244,60.0,98.2513,100.0,17499881472.0,17499881472.0,17499881472.0,0.0545,0.0584,0.0545,0.0304
22,4.7969,0.1,2025-11-27 08:48:26.574,1336.462,39.856,39.8186,3.3937,1421110500.0,0.0,880640.0,,282.8572,285.985,59.5051,60.0,98.1878,100.0,17499881472.0,17499881472.0,17499881472.0,0.0361,0.0241,0.0361,0.0197
