model_name,seed,config_path,train_data_path,val_data_path,model_params,train_params,inference_params,scheduler_params,lr_base
squeezenet,72,configs/squeezenet_config.yaml,/scratch/ehdmenezes//tiny-imagenet-200/train,/scratch/ehdmenezes//tiny-imagenet-200/val,"{'num_classes': 200}","{'epochs': 100, 'batch_size': 1536, 'learning_rate': 0.1}","{'batch_size': 1536}","{'type': 'StepLR', 'step_size': 30, 'gamma': 0.1}",0.1
epoch,train_loss,lr,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.297,0.1,8.0496,3.2,20845551616.0,0.0,2666496.0,6429543804.0,74.3087,178.237,47.25,54.0,12.475,100.0,18621857792.0,18621857792.0,18621857792.0,0.0055,0.0001,0.0055,0.0001
2,5.2892,0.1,8.1461,3.0688,20849090560.0,0.0,81920.0,6429543804.0,81.4271,189.179,47.2716,54.0,11.8765,100.0,18621857792.0,18621857792.0,18621857792.0,0.0082,0.0002,0.0082,0.0004
3,5.2879,0.1,7.9498,3.1688,20849238016.0,0.0,90112.0,6429543804.0,82.0029,189.838,47.4304,54.0,12.0759,99.0,18621857792.0,18621857792.0,18621857792.0,0.006,0.0002,0.006,0.0003
4,5.2923,0.1,7.8262,3.1938,20849299456.0,0.0,86016.0,6429543804.0,80.4819,178.752,47.641,53.0,12.3462,100.0,18621857792.0,18621857792.0,18621857792.0,0.005,0.0,0.005,0.0
5,5.2951,0.1,8.3263,2.9875,20850446336.0,0.0,167936.0,6429543804.0,81.8617,190.439,47.759,55.0,12.4819,100.0,18621857792.0,18621857792.0,18621857792.0,0.0072,0.0001,0.0072,0.0003
6,5.2834,0.1,8.2243,3.0187,20857053184.0,0.0,262144.0,6429543804.0,76.874,215.384,47.9512,55.0,12.6341,100.0,18621857792.0,18621857792.0,18621857792.0,0.0051,0.0,0.0051,0.0001
7,5.2621,0.1,7.9242,3.1875,20864806912.0,0.0,196608.0,6429543804.0,85.0375,191.553,48.0886,55.0,13.1139,100.0,18890293248.0,18890293248.0,18890293248.0,0.0087,0.0002,0.0087,0.0004
8,5.2487,0.1,8.1291,3.05,20871675904.0,0.0,81920.0,6429543804.0,77.8656,211.354,48.037,55.0,11.2346,100.0,18890293248.0,18890293248.0,18890293248.0,0.009,0.0002,0.009,0.0004
9,5.2273,0.1,8.1283,3.0688,20885880832.0,0.0,188416.0,6429543804.0,78.1228,210.341,48.0617,55.0,11.3827,100.0,18890293248.0,18890293248.0,18890293248.0,0.0108,0.0004,0.0108,0.0006
10,5.2194,0.1,8.2264,3.025,20885987328.0,0.0,172032.0,6429543804.0,80.065,192.272,48.1951,55.0,12.122,100.0,18890293248.0,18890293248.0,18890293248.0,0.013,0.0016,0.013,0.0019
11,5.1866,0.1,8.345,3.0125,20893597696.0,0.0,69632.0,6429543804.0,78.0826,192.029,48.1928,55.0,11.4699,100.0,18890293248.0,18890293248.0,18890293248.0,0.0153,0.0037,0.0153,0.0033
12,5.1565,0.1,8.3458,2.9937,20894597120.0,0.0,73728.0,6429543804.0,81.6084,192.773,48.2048,55.0,12.241,100.0,18890293248.0,18890293248.0,18890293248.0,0.0157,0.0019,0.0157,0.0026
13,5.1408,0.1,8.4284,2.9562,20894670848.0,0.0,73728.0,6429543804.0,81.9916,192.05,48.4048,56.0,13.4286,100.0,18890293248.0,18890293248.0,18890293248.0,0.0149,0.0037,0.0149,0.0032
14,5.1204,0.1,8.1297,3.0438,20894736384.0,0.0,73728.0,6429543804.0,79.8608,192.446,48.4321,55.0,12.4938,100.0,18890293248.0,18890293248.0,18890293248.0,0.0198,0.0039,0.0198,0.0047
15,5.1003,0.1,7.9305,3.1437,20894752768.0,0.0,81920.0,6429543804.0,78.939,197.362,48.2911,56.0,12.0886,100.0,19259392000.0,19259392000.0,19259392000.0,0.0203,0.0082,0.0203,0.0066
16,5.078,0.1,8.4489,2.9813,20894752768.0,0.0,73728.0,6429543804.0,81.1784,201.177,48.5833,55.0,11.4643,100.0,19259392000.0,19259392000.0,19259392000.0,0.0254,0.0104,0.0254,0.0083
