model_name,seed,config_path,train_data_path,val_data_path,model_params,train_params,inference_params,scheduler_params,lr_base
squeezenet,62,configs/squeezenet_config.yaml,/scratch/ehdmenezes//tiny-imagenet-200/train,/scratch/ehdmenezes//tiny-imagenet-200/val,"{'num_classes': 200}","{'epochs': 100, 'batch_size': 1536, 'learning_rate': 0.1}","{'batch_size': 1536}","{'type': 'StepLR', 'step_size': 30, 'gamma': 0.1}",0.1
epoch,train_loss,lr,elapsed_time_seconds,cpu_usage_percent,ram_peak_bytes,disk_read_bytes,disk_write_bytes,vram_peak_bytes,gpu_power_watts_avg,gpu_power_watts_peak,gpu_temp_celsius_avg,gpu_temp_celsius_peak,gpu_util_percent_avg,gpu_util_percent_peak,gpu_mem_used_bytes_avg,gpu_mem_used_bytes_peak,gpu_vram_used_bytes,val_accuracy,val_precision,val_recall,val_f1
1,5.3052,0.1,3.4525,1.8469,26219569152.0,0.0,28147712.0,6429543804.0,108.5146,256.727,47.6176,56.0,20.4412,100.0,16218521600.0,16218521600.0,16218521600.0,0.0062,0.0053,0.0062,0.0006
2,5.2967,0.1,3.9586,1.5562,26223501312.0,0.0,208896.0,6429543804.0,111.6577,264.73,47.2821,56.0,20.7692,100.0,16386293760.0,16386293760.0,16386293760.0,0.0057,0.0001,0.0057,0.0002
3,5.2501,0.1,4.0015,2.1781,26223599616.0,0.0,4096.0,6429543804.0,108.4079,267.75,47.4103,55.0,17.8205,100.0,20345716736.0,20345716736.0,20345716736.0,0.0096,0.0002,0.0096,0.0004
4,5.2169,0.1,4.0598,2.2406,26223677440.0,0.0,212992.0,6429543804.0,109.9242,263.091,47.3,55.0,20.475,100.0,20345716736.0,20345716736.0,20345716736.0,0.0167,0.0012,0.0167,0.0021
5,5.1732,0.1,3.9698,1.5594,26223775744.0,0.0,188416.0,6429543804.0,109.1824,257.409,47.5128,56.0,20.6154,100.0,20345716736.0,20345716736.0,20345716736.0,0.0178,0.0022,0.0178,0.0035
6,5.2092,0.1,3.6544,1.8375,26223865856.0,0.0,126976.0,6429543804.0,109.7779,253.681,47.7222,56.0,21.0278,100.0,20345716736.0,20345716736.0,20345716736.0,0.0114,0.0007,0.0114,0.0013
7,5.206,0.1,3.6521,1.6938,26223882240.0,0.0,4096.0,6429543804.0,114.1504,245.833,47.4167,52.0,21.3333,100.0,20345716736.0,20345716736.0,20345716736.0,0.012,0.0013,0.012,0.0013
8,5.1903,0.1,4.0539,1.5406,26223955968.0,0.0,0.0,6429543804.0,102.3031,244.882,47.45,55.0,16.95,100.0,20345716736.0,20345716736.0,20345716736.0,0.0149,0.0014,0.0149,0.0021
9,5.1815,0.1,3.2606,1.9062,26223972352.0,0.0,0.0,6429543804.0,117.1506,265.038,47.625,54.0,23.4375,100.0,20345716736.0,20345716736.0,20345716736.0,0.0125,0.0008,0.0125,0.0012
10,5.1733,0.1,4.0674,2.1906,26223992832.0,0.0,12288.0,6429543804.0,100.7634,255.894,47.275,54.0,18.4,100.0,20345716736.0,20345716736.0,20345716736.0,0.0137,0.0014,0.0137,0.0021
